,name,variety,description
562,Andrew Rich 2018 Croft Vineyard Sauvignon Blanc (Willamette Valley),Sauvignon Blanc,"A sensational take on an emerging Oregon style for Sauvignon Blanc, this rich, vibrant and deep wine rocks the palate with citrus, white peach and pear skin flavors. It's clearly varietal without being grassy or overly herbaceous, and the acids have been rounded off with just enough fruit sweetness to cut out any bitter edges. Paul Gregutt"
563,Melrose 2018 Sauvignon Blanc (Umpqua Valley),Umpqua Valley,"A standout at Melrose, this is bursting with ripe grapefruit and a pungent, penetrating grassiness, often noted with this grape. It's much closer to New Zealand than to a Loire Valley style, with notes of lemongrass adding some spice. The length and overall power are impressive. Paul Gregutt"
564,Mirror 2018 Sauvignon Blanc (Rutherford),Rutherford,"Bright in lemon and wet stone, this white offers an impressive breadth of flavor and texture. The oak is well integrated, yielding a wine that is open to lasting refreshment. Virginie Boone"
565,Les Vignerons de Tutiac 2017 Origines Font Renard  (Blaye Côtes de Bordeaux),Sauvignon Blanc,"The Origines range from the Tutiac cooperative comes from the best parcels. This intense Sauvignon Blanc is richly textured but also fruity, with great swathes of lemon and green-apple flavors. Drink from 2020. Roger Voss"
566,Materra Cunat Family Vineyards 2018 Cunat Family Vineyards Sauvignon Blanc (Oak Knoll District),Sauvignon Blanc,"Grassy in gooseberry, lychee and fig, this is an appealingly herbal wine that shows great structure and complexity. The fruit is abundant in peach fuzz, melon and apricot laced in buzzy acidity. Virginie Boone"
567,Terra Valentine 2018 Kick Ranch Sauvignon Blanc (Fountaingrove District),Sauvignon Blanc,"Floral, flinty and well balanced, with nice structure, this is a well-made white brimming in apricot and lime whose label states stainless-steel fermentation was used. It shows classic flavor and fleshy texture with length and decent depth. Virginie Boone"
568,Kunde 2018 Magnolia Lane Estate Grown Sauvignon Blanc (Sonoma Valley),Sauvignon Blanc,"This white offers sharp, tangy flavors of grapefruit, green apple and lemon. Lively acidity keeps it fresh through the midpalate and long, lingering finish. Virginie Boone"
569,Nägelsförst 2017 Flugkünstler Ortenau Trocken Sauvignon Blanc (Baden),Sauvignon Blanc,"Invigorating notes of gooseberry and lime accent this zesty, pleasantly herbal Sauvignon Blanc. Dry and revitalizing in style, it offers pristine grapefruit and lime flavors and a fresh, grassy finish. Drink now–2021. Anna Lee C. Iijima"
570,Carlton Cellars 2017 Estate Sauvignon Blanc (Yamhill-Carlton),Sauvignon Blanc,"The winery's Sauvignon Blancs don't shy away from an emphasis on the grape's grassy character. This is a penetrating, focused wine, with lemongrass and green pineapple flavors again pushing the herbal, pungent notes forward. It's sourced from a single acre planted in 2008. Paul Gregutt"
571,Longboard 2018 Sauvignon Blanc (Russian River Valley),Russian River Valley,"This structured and demure white is juicy in pear and apple, with notes of vanilla and honey that add understated richness. With just a bite of weight, it refreshes in lengthy acidity. Virginie Boone"
572,José Pariente 2018 Sauvignon Blanc (Rueda),Rueda,"Sauvingon Blanc is the second grape in Rueda to Verdejo, but here's a good one for casual situations. A no-nonsense nose with white fruit scents and cactus notes leads to crispness on the tongue and flavors of stone fruits and passion fruit. A note of scallion spices up a citrusy finish. Michael Schachner"
573,Maison Bertrand Ravache 2018 Les Hauts de la Gaffelière Sélection d'Excellence  (Bordeaux Blanc),Sauvignon Blanc,"This soft, fruity wine is an attractive interpretation of Sauvignon Blanc, displaying ripe white fruits and a touch of citrus. The wine is attractive to drink now. Roger Voss"
574,Naia 2018 S-Naia Sauvignon Blanc (Rueda),Sauvignon Blanc,"Spicy green-fruit aromas are followed by a slightly oily-feeling palate braced by green-apple acidity. Stone fruit and passion fruit flavors are true to Sauvignon Blanc, while this is quick and spicy on the finish. Michael Schachner"
575,Cap Royal 2018  Bordeaux Blanc,Bordeaux Blanc,"An intensely herbal wine, this is crispness in a glass. Its tight acidity, zesty texture and great fruitiness are ready to drink now. Roger Voss"
576,Edna Valley Vineyard 2018 Sauvignon Blanc (California),California,"Mineral-laced aromas of flint, gravel and slate play loudly on the nose of this bottling. There is intense tension on the sip, which is also stony but layered with grapefruit pith and lemon spray. Slight effervescence remains in bottle. Matt Kettmann"
577,Patel 2016 Sauvignon Blanc (Napa Valley),Napa Valley,"Herbal and earthy, this white tastes of pea shoots, peach and flowers. It's textured and showing just a hint of oak. Rounded in richness, it finishes lush and tropical. Virginie Boone"
578,St. Supéry 2018 Dollarhide Estate Sauvignon Blanc (Napa Valley),Sauvignon Blanc,"Strong in dried herb, lemongrass and pea shoots, this is a robust, rounded and richly composed white from the estate vineyard, showy in oak, peach and green apple. Virginie Boone"
579,Danza del Sol 2018 Sauvignon Blanc (Temecula Valley),Temecula Valley,"Aromas of wet gravel, lemon peel, citrus pith and green pear show on the nose of this bottling. There is a pleasant stony quality to the sip, where red-apple, light nectarine and peach-blossom flavors converge. Matt Kettmann"
580,Kenzo Estate 2018 Asatsuyu Estate Bottled Sauvignon Blanc (Napa Valley),Sauvignon Blanc,"From consulting winemaker Heidi Barrett, this is a beautiful wine, which was given time in both stainless steel and French oak. Sublime elements of peach, lemon zest and stone highlight a voluptuously grippy and lush structure. Virginie Boone"
581,Joseph Phelps 2018 Estate Grown Sauvignon Blanc (St. Helena),Sauvignon Blanc,"This is outstanding white wine, entirely varietal and estate, aged in both new and old puncheons. Matchstick, flint and rounded acidity boost a midpalate of structure and complexity highlighted in white flower, lemon zest and Asian pear. Virginie Boone"
582,Andrew Rich 2018 Croft Vineyard Sauvignon Blanc (Willamette Valley),Sauvignon Blanc,"A sensational take on an emerging Oregon style for Sauvignon Blanc, this rich, vibrant and deep wine rocks the palate with citrus, white peach and pear skin flavors. It's clearly varietal without being grassy or overly herbaceous, and the acids have been rounded off with just enough fruit sweetness to cut out any bitter edges. Paul Gregutt"
583,Melrose 2018 Sauvignon Blanc (Umpqua Valley),Umpqua Valley,"A standout at Melrose, this is bursting with ripe grapefruit and a pungent, penetrating grassiness, often noted with this grape. It's much closer to New Zealand than to a Loire Valley style, with notes of lemongrass adding some spice. The length and overall power are impressive. Paul Gregutt"
584,Mirror 2018 Sauvignon Blanc (Rutherford),Rutherford,"Bright in lemon and wet stone, this white offers an impressive breadth of flavor and texture. The oak is well integrated, yielding a wine that is open to lasting refreshment. Virginie Boone"
585,Les Vignerons de Tutiac 2017 Origines Font Renard  (Blaye Côtes de Bordeaux),Sauvignon Blanc,"The Origines range from the Tutiac cooperative comes from the best parcels. This intense Sauvignon Blanc is richly textured but also fruity, with great swathes of lemon and green-apple flavors. Drink from 2020. Roger Voss"
586,Materra Cunat Family Vineyards 2018 Cunat Family Vineyards Sauvignon Blanc (Oak Knoll District),Sauvignon Blanc,"Grassy in gooseberry, lychee and fig, this is an appealingly herbal wine that shows great structure and complexity. The fruit is abundant in peach fuzz, melon and apricot laced in buzzy acidity. Virginie Boone"
587,Terra Valentine 2018 Kick Ranch Sauvignon Blanc (Fountaingrove District),Sauvignon Blanc,"Floral, flinty and well balanced, with nice structure, this is a well-made white brimming in apricot and lime whose label states stainless-steel fermentation was used. It shows classic flavor and fleshy texture with length and decent depth. Virginie Boone"
588,Kunde 2018 Magnolia Lane Estate Grown Sauvignon Blanc (Sonoma Valley),Sauvignon Blanc,"This white offers sharp, tangy flavors of grapefruit, green apple and lemon. Lively acidity keeps it fresh through the midpalate and long, lingering finish. Virginie Boone"
589,Nägelsförst 2017 Flugkünstler Ortenau Trocken Sauvignon Blanc (Baden),Sauvignon Blanc,"Invigorating notes of gooseberry and lime accent this zesty, pleasantly herbal Sauvignon Blanc. Dry and revitalizing in style, it offers pristine grapefruit and lime flavors and a fresh, grassy finish. Drink now–2021. Anna Lee C. Iijima"
590,Carlton Cellars 2017 Estate Sauvignon Blanc (Yamhill-Carlton),Sauvignon Blanc,"The winery's Sauvignon Blancs don't shy away from an emphasis on the grape's grassy character. This is a penetrating, focused wine, with lemongrass and green pineapple flavors again pushing the herbal, pungent notes forward. It's sourced from a single acre planted in 2008. Paul Gregutt"
591,Longboard 2018 Sauvignon Blanc (Russian River Valley),Russian River Valley,"This structured and demure white is juicy in pear and apple, with notes of vanilla and honey that add understated richness. With just a bite of weight, it refreshes in lengthy acidity. Virginie Boone"
592,José Pariente 2018 Sauvignon Blanc (Rueda),Rueda,"Sauvingon Blanc is the second grape in Rueda to Verdejo, but here's a good one for casual situations. A no-nonsense nose with white fruit scents and cactus notes leads to crispness on the tongue and flavors of stone fruits and passion fruit. A note of scallion spices up a citrusy finish. Michael Schachner"
593,Maison Bertrand Ravache 2018 Les Hauts de la Gaffelière Sélection d'Excellence  (Bordeaux Blanc),Sauvignon Blanc,"This soft, fruity wine is an attractive interpretation of Sauvignon Blanc, displaying ripe white fruits and a touch of citrus. The wine is attractive to drink now. Roger Voss"
594,Naia 2018 S-Naia Sauvignon Blanc (Rueda),Sauvignon Blanc,"Spicy green-fruit aromas are followed by a slightly oily-feeling palate braced by green-apple acidity. Stone fruit and passion fruit flavors are true to Sauvignon Blanc, while this is quick and spicy on the finish. Michael Schachner"
595,Cap Royal 2018  Bordeaux Blanc,Bordeaux Blanc,"An intensely herbal wine, this is crispness in a glass. Its tight acidity, zesty texture and great fruitiness are ready to drink now. Roger Voss"
596,Edna Valley Vineyard 2018 Sauvignon Blanc (California),California,"Mineral-laced aromas of flint, gravel and slate play loudly on the nose of this bottling. There is intense tension on the sip, which is also stony but layered with grapefruit pith and lemon spray. Slight effervescence remains in bottle. Matt Kettmann"
597,Patel 2016 Sauvignon Blanc (Napa Valley),Napa Valley,"Herbal and earthy, this white tastes of pea shoots, peach and flowers. It's textured and showing just a hint of oak. Rounded in richness, it finishes lush and tropical. Virginie Boone"
598,St. Supéry 2018 Dollarhide Estate Sauvignon Blanc (Napa Valley),Sauvignon Blanc,"Strong in dried herb, lemongrass and pea shoots, this is a robust, rounded and richly composed white from the estate vineyard, showy in oak, peach and green apple. Virginie Boone"
599,Danza del Sol 2018 Sauvignon Blanc (Temecula Valley),Temecula Valley,"Aromas of wet gravel, lemon peel, citrus pith and green pear show on the nose of this bottling. There is a pleasant stony quality to the sip, where red-apple, light nectarine and peach-blossom flavors converge. Matt Kettmann"
600,Kenzo Estate 2018 Asatsuyu Estate Bottled Sauvignon Blanc (Napa Valley),Sauvignon Blanc,"From consulting winemaker Heidi Barrett, this is a beautiful wine, which was given time in both stainless steel and French oak. Sublime elements of peach, lemon zest and stone highlight a voluptuously grippy and lush structure. Virginie Boone"
